speed,steeringAngle
5.38,-70.30
5.38,-70.30
5.43,-70.30
5.38,-77.00
5.43,-77.90
5.43,-78.70
5.43,-79.40
5.43,-80.00
5.43,-80.50
5.43,-80.90
5.43,-83.10
5.43,-83.00
5.42,-83.00
5.42,-83.00
5.42,-83.10
5.42,-83.10
5.43,-83.10
5.43,-86.40
5.43,-86.70
5.43,-86.90
5.43,-87.10
5.43,-87.30
5.43,-87.50
5.45,-88.50
5.44,-88.40
5.45,-88.40
5.44,-88.50
5.45,-88.60
5.45,-88.80
5.44,-89.00
5.43,-88.20
5.43,-88.30
5.43,-88.50
5.43,-88.60
5.43,-88.60
5.43,-88.40
5.44,-86.40
5.45,-86.00
5.45,-85.60
5.45,-85.10
5.45,-84.60
5.44,-84.00
5.45,-72.20
5.45,-71.30
5.44,-70.40
5.43,-69.50
5.43,-68.70
5.43,-67.80
5.45,-66.80
5.41,-46.60
5.41,-44.60
5.41,-42.60
5.41,-40.60
5.42,-38.50
5.42,-36.20
5.46,1.30
5.46,3.40
5.46,5.40
5.46,7.10
5.46,8.60
5.47,9.70
5.50,12.00
5.50,12.10
5.50,12.20
5.50,12.40
5.50,12.70
5.51,13.00
5.51,13.50
5.55,13.50
5.56,31.40
5.56,33.10
5.56,34.60
5.57,36.10
5.56,37.50
5.57,38.80
5.58,46.50
5.58,47.00
5.60,47.40
5.60,48.00
5.60,48.50
5.61,49.00
5.61,49.30
5.62,55.50
5.62,56.20
5.63,56.90
5.63,57.50
5.65,58.30
5.66,58.90
5.67,68.60
5.67,69.40
5.67,70.20
5.67,71.00
5.67,71.60
5.71,78.20
5.71,78.80
5.71,79.50
5.72,80.20
5.73,80.90
5.73,81.60
5.75,82.30
5.75,84.60
5.74,84.40
5.75,84.40
5.74,84.40
5.74,84.40
5.74,84.50
5.76,85.50
5.76,85.30
5.76,85.20
5.71,85.10
5.76,85.10
5.76,85.00
5.71,79.20
5.71,77.90
5.71,76.50
5.70,75.20
5.70,73.90
5.70,72.80
5.70,71.70
5.72,71.70
5.72,68.10
5.71,68.20
5.72,68.30
5.71,68.30
5.72,68.30
5.72,68.30
5.72,67.30
5.72,67.30
5.72,67.20
5.72,67.20
5.74,67.20
5.74,67.10
5.72,63.30
5.72,62.90
5.72,62.40
5.72,62.00
5.74,61.50
5.74,61.10
5.74,60.60
5.74,60.60
5.74,48.70
5.74,47.00
5.74,45.20
5.74,43.30
5.74,41.30
5.73,39.30
5.73,11.00
5.73,9.00
5.72,7.10
5.73,5.30
5.74,3.70
5.74,2.40
5.74,2.60
5.75,2.00
5.75,1.30
5.75,0.70
5.75,0.10
5.72,-0.40
5.72,-12.30
5.72,-14.10
5.72,-16.10
5.72,-18.10
5.70,-20.20
5.69,-54.70
5.69,-57.70
5.69,-60.70
5.69,-63.50
5.69,-66.30
5.69,-68.90
5.68,-71.40
5.68,-90.10
5.68,-91.10
5.67,-92.20
5.67,-93.20
5.67,-94.10
5.67,-94.80
5.64,-111.20
5.64,-112.60
5.63,-114.00
5.63,-115.40
5.62,-116.60
5.63,-117.90
5.62,-127.60
5.63,-128.20
5.62,-128.80
5.62,-129.40
5.62,-129.90
5.62,-130.40
5.62,-130.90
5.57,-130.90
5.56,-134.00
5.56,-133.90
5.56,-133.70
5.56,-133.60
5.56,-133.40
5.56,-133.30
5.54,-132.40
5.55,-132.20
5.54,-132.00
5.55,-131.70
5.54,-131.30
5.54,-130.80
5.51,-113.80
5.51,-112.10
5.51,-110.40
5.51,-107.80
5.51,-106.80
5.52,-105.00
5.51,-102.90
5.50,-64.70
5.49,-60.90
5.49,-59.10
5.49,-53.30
5.49,-49.50
5.49,-45.90
5.49,-42.20
5.47,-6.50
5.47,-5.00
5.47,-3.60
5.47,-2.40
5.47,-1.40
5.47,-0.50
5.46,-0.50
5.46,2.00
5.46,2.30
5.46,2.70
5.46,3.10
5.46,3.60
5.48,18.20
5.48,19.80
5.48,21.40
5.48,23.10
5.49,24.80
5.49,26.50
5.50,52.70
5.49,54.70
5.49,56.80
5.50,58.70
5.50,60.60
5.50,62.20
5.49,76.10
5.49,76.70
5.49,77.20
5.49,77.70
5.50,78.10
5.50,78.60
5.50,79.00
5.49,79.00
5.49,85.10
5.49,85.30
5.49,85.50
5.49,85.70
5.49,85.70
5.49,85.80
5.50,85.80
5.50,87.50
5.49,87.60
5.50,87.60
5.50,87.50
5.50,87.40
5.50,87.10
5.49,82.30
5.49,81.40
5.49,80.30
5.49,79.00
5.49,77.60
5.49,75.90
5.49,74.10
5.47,39.20
5.47,36.30
5.46,33.60
5.46,30.90
5.45,28.30
5.45,25.70
5.42,-0.20
5.42,-1.40
5.42,-2.40
5.42,-3.10
5.41,-3.60
5.40,-3.80
5.41,1.40
5.40,0.70
5.40,0.00
5.40,-0.70
5.39,-1.30
5.39,-1.70
5.38,-1.90
5.39,-0.50
5.39,-0.40
5.39,-0.20
5.39,0.00
5.39,0.10
5.39,0.10
5.39,0.10
5.39,-0.70
5.39,-0.70
5.39,-0.60
5.39,-0.60
5.39,-0.60
5.39,-0.50
5.38,-0.40
5.38,-0.50
5.38,-0.50
5.38,-0.50
5.38,-0.50
5.35,-0.90
5.35,-1.00
5.35,-1.10
5.35,-1.20
5.35,-1.30
5.35,-1.40
5.28,-2.30
5.28,-2.40
5.27,-2.30
5.27,-2.20
5.27,-1.90
5.25,-1.80
5.24,-1.70
5.14,-1.70
5.13,-2.00
5.12,-2.00
5.12,-2.10
5.10,-2.30
5.09,-2.40
5.09,-2.50
4.93,-2.50
4.91,-1.90
4.90,-2.00
4.88,-2.20
4.86,-2.40
4.84,-2.60
4.83,-2.70
4.57,-2.20
4.54,-2.20
4.53,-2.20
4.50,-2.30
4.48,-2.20
4.44,-2.20
4.42,-2.10
4.03,-2.20
3.98,-1.90
3.95,-1.60
3.91,-1.40
3.86,-1.10
3.82,-1.00
3.23,-1.00
3.18,-0.80
3.12,-0.90
3.07,-1.00
3.02,-1.20
2.97,-1.30
2.92,-1.20
2.30,-0.70
2.25,-0.60
2.20,-0.60
2.16,-0.80
2.11,-0.90
2.07,-1.10
2.03,-1.10
1.46,-0.80
1.42,-0.80
1.37,-0.80
1.34,-0.80
1.30,-0.80
1.25,-0.80
0.73,-0.80
0.69,-0.80
0.65,-0.80
0.60,-0.80
0.56,-0.80
0.53,-0.80
0.30,-0.80
0.30,-0.80
0.30,-0.80
0.30,-0.80
0.30,-0.80
0.30,-0.80
0.02,-0.80
0.01,-0.80
0.00,-0.80
0.00,-0.80
0.00,-0.80
0.00,-0.80
0.00,-0.80
0.00,-0.80
0.00,-0.80
0.00,-0.80
