speed,steeringAngle
7.89,-4.10
7.91,-4.00
7.92,-4.10
7.92,-4.30
8.02,-1.60
8.02,-1.70
8.03,-1.90
8.03,-2.00
8.03,-2.10
8.05,-2.00
8.06,-1.90
8.15,-1.90
8.16,4.90
8.16,5.80
8.17,6.90
8.18,8.00
8.18,9.10
8.19,10.40
8.26,29.10
8.25,30.50
8.25,31.90
8.25,33.20
8.25,34.50
8.26,35.70
8.24,45.00
8.22,45.20
8.22,45.20
8.22,45.10
8.22,44.90
8.17,44.70
8.16,44.20
8.16,44.20
8.16,44.30
8.17,44.50
8.18,44.80
8.12,48.40
8.12,48.10
8.12,47.90
8.10,47.60
8.10,47.40
8.09,47.30
8.06,47.30
8.06,43.70
8.06,43.50
8.06,43.30
8.06,43.10
8.06,42.80
8.05,42.50
8.02,33.10
8.01,31.40
8.00,29.50
7.99,27.50
7.99,25.40
8.00,23.20
7.98,21.90
7.98,-6.00
7.98,-7.50
7.98,-8.80
7.98,-9.80
7.98,-10.70
7.97,-11.30
7.94,-11.90
7.93,-19.70
7.93,-20.90
7.93,-22.20
7.93,-23.60
7.93,-25.00
7.94,-26.70
7.93,-54.80
7.93,-56.90
7.93,-58.80
7.93,-60.80
7.92,-62.50
7.92,-64.10
7.88,-76.50
7.87,-77.20
7.87,-77.80
7.87,-78.40
7.87,-79.00
7.87,-79.50
7.88,-80.00
7.86,-80.00
7.86,-87.30
7.86,-87.50
7.86,-87.60
7.86,-87.80
7.85,-87.90
7.84,-88.00
7.82,-84.00
7.81,-83.50
7.81,-83.10
7.81,-82.80
7.82,-82.60
7.83,-82.60
7.85,-83.60
7.85,-83.40
7.85,-83.30
7.85,-83.30
7.85,-83.30
7.86,-83.50
7.85,-76.80
7.85,-76.00
7.85,-75.10
7.85,-74.10
7.85,-73.10
7.87,-54.40
7.88,-52.20
7.88,-50.00
7.89,-47.60
7.89,-45.20
7.90,-42.50
7.90,-39.60
7.90,-2.50
7.90,-0.10
7.90,2.00
7.89,3.90
7.90,5.40
7.89,6.60
7.90,8.90
7.93,9.30
7.94,9.90
7.93,10.60
7.94,11.50
7.94,12.40
7.99,12.90
7.99,28.50
7.99,29.90
8.00,31.30
8.00,32.50
8.01,33.80
8.02,35.00
8.02,36.10
8.06,36.10
8.06,49.60
8.07,50.20
8.08,50.70
8.09,51.20
8.10,51.60
8.10,52.00
8.15,53.30
8.15,53.60
8.15,54.20
8.18,54.70
8.18,55.40
8.19,56.10
8.22,64.20
8.23,64.10
8.23,64.00
8.23,63.90
8.23,63.80
8.24,63.50
8.28,63.30
8.29,54.90
8.29,53.40
8.30,51.80
8.30,49.90
8.32,47.90
8.32,45.70
8.38,17.10
8.38,15.20
8.38,13.30
8.39,11.50
8.39,9.90
8.39,8.20
8.45,-1.70
8.45,-1.50
8.45,-1.30
8.45,-1.20
8.44,-1.10
8.48,-0.90
8.48,-1.50
8.49,-1.40
8.50,-1.30
8.51,-1.20
8.51,-1.20
8.55,-0.20
8.55,-0.20
8.55,-0.40
8.56,-0.60
8.56,-0.80
8.55,-1.00
8.59,-1.00
8.60,-1.30
8.61,-1.30
8.62,-1.30
8.62,-1.30
8.62,-1.10
8.63,-1.00
8.62,-4.30
8.62,-4.50
8.62,-4.60
8.63,-4.70
8.64,-4.70
8.64,-4.70
8.61,-4.70
8.61,-5.60
8.60,-5.50
8.59,-5.40
8.59,-5.10
8.57,-4.80
8.57,-4.70
8.47,-4.60
8.46,-4.90
8.45,-4.90
8.45,-4.90
8.44,-5.00
8.43,-5.00
8.41,-5.00
8.23,-4.60
8.20,-4.60
8.18,-4.70
8.16,-4.80
8.14,-4.70
8.13,-4.60
7.86,-4.30
7.83,-4.30
7.80,-4.30
7.78,-4.10
7.74,-3.70
7.72,-3.30
7.33,-3.00
7.28,-1.90
7.25,-1.60
7.21,-1.30
7.18,-1.10
7.14,-0.90
7.11,-0.80
6.59,-0.80
6.55,-0.70
6.51,-0.80
6.47,-0.90
6.42,-0.90
6.37,-0.90
6.33,-0.70
5.69,0.20
5.63,0.50
5.57,0.70
5.53,0.80
5.49,0.90
5.43,0.90
5.39,0.80
4.77,0.80
4.72,1.10
4.67,1.00
4.62,0.90
4.57,0.80
4.51,0.60
4.46,0.50
3.87,0.60
3.83,0.20
3.78,0.00
3.75,-0.10
3.71,-0.20
3.67,-0.10
3.20,0.00
3.16,-0.20
3.12,-0.20
3.09,-0.20
3.05,-0.10
3.00,0.10
2.97,0.20
2.56,0.40
2.54,0.30
2.51,0.50
2.49,0.60
2.46,0.60
2.42,0.50
